Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_EA4191AA	31	traces-0WcGnxA;ILLUMINA;Paired;;NA,traces-0GuzAvi;ILLUMINA;Paired;;NA	Food	Dairy		2015				Europe	Denmark	Mafisa						Egle Kudirkiene, University of Copenhagen	Escherichia coli													2017-03-23	2017-09-25	ESC_EA4191AA	Assembled	47	139664	5191425	Escherichia coli / Shigella;97.75%	107	22061	3.61	ESC_LA6570AA_AS
ESC_EA4192AA	B78	traces-0FOkWSt;ILLUMINA;Paired;;NA,traces-0HOaBhg;ILLUMINA;Paired;;NA,traces-0vuVXuC;ILLUMINA;Paired;;NA	Food	Dairy		2014				Africa	Tanzania	Mafisa						Egle Kudirkiene, University of Copenhagen	Escherichia coli													2018-10-07	2019-04-11	ESC_EA4192AA	Assembled	54	214288	5324424	Escherichia coli / Shigella;97.47%	96	41814	4	ESC_UA0424AA_AS
ESC_EA4258AA	PNUSAE003758	SRR4054802;ILLUMINA;Paired;;SRX2044374								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05579907	SRS1636897	2016-08-25	2016-08-24	ESC_EA4258AA	Assembled	49	622965	5055728	Escherichia coli / Shigella;100.0%	33	7867	3.51	ESC_IA0426AA_AS
ESC_EA4301AA	PNUSAE004007	SRR4054759;ILLUMINA;Paired;;SRX2044331								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05579896	SRS1636854	2016-08-25	2016-08-24	ESC_EA4301AA	Assembled	121	282451	5194511	Escherichia coli / Shigella;100.0%	61	4988	3.51	ESC_IA0436AA_AS
ESC_EA4365AA	B117	traces-0zASZdL;ILLUMINA;Paired;;NA,traces-0tVySFv;ILLUMINA;Paired;;NA,traces-0jkiPqs;ILLUMINA;Paired;;NA	Food	Dairy		2014				Africa	Tanzania	Mazimbu						Egle Kudirkiene, University of Copenhagen														2018-10-07	2019-04-11	ESC_EA4365AA	Assembled	71	232629	5073046	Escherichia coli / Shigella;100.0%	118	31134	4	ESC_UA0425AA_AS
ESC_EA4691AA	3-S1R	SRR4067507;ILLUMINA;Paired;;SRX2054711	Human	Human	Homo sapiens; human faeces	2008				Oceania	Australia	New South Wales		Sydney				University of Melbourne	Escherichia coli								PRJNA335932	SRP082992		SAMN05567342	SRS1646783	2016-09-02	2016-09-01	ESC_EA4691AA	Assembled	112	383834	5253617	Escherichia coli / Shigella;100.0%	135	3738	3.51	ESC_IA0816AA_AS
ESC_EA4696AA	1.10-R8	SRR4067502;ILLUMINA;Paired;;SRX2054706	Human	Human	Homo sapiens; human faeces	2012				Oceania	Australia	New South Wales		Sydney				University of Melbourne	Escherichia coli								PRJNA335932	SRP082992		SAMN05567340	SRS1646779	2016-09-02	2016-09-01	ESC_EA4696AA	Assembled	120	203926	5323253	Escherichia coli / Shigella;98.1%	169	1719	3.51	ESC_IA0811AA_AS
ESC_EA4703AA	22.1-R1	SRR4067495;ILLUMINA;Paired;;SRX2054699	Human	Human	Homo sapiens; human faeces	2010				Oceania	Australia	New South Wales		Sydney				University of Melbourne	Escherichia coli								PRJNA335932	SRP082992		SAMN05567347	SRS1646771	2016-09-02	2016-09-01	ESC_EA4703AA	Assembled	124	204877	5212449	Escherichia coli / Shigella;98.51%	122	1792	3.51	ESC_IA0804AA_AS
ESC_EA4706AA	14.2-R2	SRR4067492;ILLUMINA;Paired;;SRX2054696	Human	Human	Homo sapiens; human faeces	2009				Oceania	Australia	New South Wales		Sydney				University of Melbourne	Escherichia coli								PRJNA335932	SRP082992		SAMN05567346	SRS1646768	2016-09-02	2016-09-01	ESC_EA4706AA	Assembled	104	177665	5257410	Escherichia coli / Shigella;100.0%	161	6568	3.51	ESC_IA0801AA_AS
ESC_EA4813AA	M2	traces-0Bcywzy;ILLUMINA;Paired;;NA				2016				Europe	Denmark							Egle Kudirkiene, University of Copenhagen														2016-09-06	2017-03-11	ESC_EA4813AA	Assembled	49	43624	5237876	Escherichia coli / Shigella;98.79%	321	23660	3.51	ESC_IA0939AA_AS
ESC_EA5299AA	185854	SRR4184715;ILLUMINA;Paired;;SRX2143278	Human	Human	Human; Homo sapiens	2015	10			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05735286	SRS1674813	2016-09-09	2016-09-08	ESC_EA5299AA	Assembled	51	268873	5103644	Escherichia coli / Shigella;100.0%	70	2017	3.51	ESC_IA1449AA_AS
ESC_EA5766AA	J5	traces-0qwLALp;ILLUMINA;Paired;;NA				2015				Europe	Denmark							Egle Kudirkiene, University of Copenhagen														2016-09-15	2017-03-20	ESC_EA5766AA	Assembled	69	164425	5065184	Escherichia coli / Shigella;100.0%	133	6149	3.51	ESC_IA1904AA_AS
ESC_EA5767AA	J12	traces-0wtcWhk;ILLUMINA;Paired;;NA				2015				Europe	Denmark							Egle Kudirkiene, University of Copenhagen														2016-09-15	2017-03-20	ESC_EA5767AA	Assembled	73	132461	5042189	Escherichia coli / Shigella;100.0%	157	6556	3.51	ESC_IA1905AA_AS
ESC_EA5882AA	MOD1-EC728	SRR4263656;ILLUMINA;Paired;300;SRX2176050	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O2:K1:H7						PRJNA230969	SRP058582		SAMN05591695	SRS1703344	2016-09-20	2015-01-01	ESC_EA5882AA	Assembled	94	162802	5338948	Escherichia coli / Shigella;99.06%	194	4925	3.51	ESC_IA2269AA_AS
ESC_EA5887AA	MOD1-EC723	SRR4263651;ILLUMINA;Paired;300;SRX2176045	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:K1:H7						PRJNA230969	SRP058582		SAMN05591656	SRS1703339	2016-09-20	2015-01-01	ESC_EA5887AA	Assembled	119	282192	5158925	Escherichia coli / Shigella;95.35%	99	2852	3.51	ESC_IA2264AA_AS
ESC_EA5889AA	MOD1-EC721	SRR4263649;ILLUMINA;Paired;300;SRX2176043	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O18Ac:K1:H7						PRJNA230969	SRP058582		SAMN05591658	SRS1703337	2016-09-20	2015-01-01	ESC_EA5889AA	Assembled	112	196584	5144827	Escherichia coli / Shigella;98.65%	97	2422	3.51	ESC_IA2262AA_AS
ESC_EA5894AA	MOD1-EC715	SRR4263644;ILLUMINA;Paired;300;SRX2176038	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O2:K1:H7						PRJNA230969	SRP058582		SAMN05591664	SRS1703331	2016-09-20	2015-01-01	ESC_EA5894AA	Assembled	92	282245	5092300	Escherichia coli / Shigella;100.0%	73	1073	3.51	ESC_IA2257AA_AS
ESC_EA5912AA	MOD1-EC696	SRR4262586;ILLUMINA;Paired;300;SRX2176019	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:K1:H7						PRJNA230969	SRP058582		SAMN05591533	SRS1703313	2016-09-20	2015-01-01	ESC_EA5912AA	Assembled	86	203996	5337152	Escherichia coli / Shigella;89.18%	75	2116	3.51	ESC_IA2239AA_AS
ESC_EA5918AA	MOD1-EC690	SRR4261933;ILLUMINA;Paired;300;SRX2176013	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:K1:H7						PRJNA230969	SRP058582		SAMN05591539	SRS1703307	2016-09-20	2015-01-01	ESC_EA5918AA	Assembled	68	407132	5074049	Escherichia coli / Shigella;100.0%	62	2084	3.51	ESC_IA2233AA_AS
ESC_EA5925AA	MOD1-EC678	SRR4261196;ILLUMINA;Paired;300;SRX2176006	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:K1:H7						PRJNA230969	SRP058582		SAMN05591551	SRS1703300	2016-09-20	2015-01-01	ESC_EA5925AA	Assembled	129	226018	5106884	Escherichia coli / Shigella;100.0%	95	2127	3.51	ESC_IA2226AA_AS
ESC_EA5926AA	MOD1-EC677	SRR4261195;ILLUMINA;Paired;300;SRX2176005	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		K1:H7						PRJNA230969	SRP058582		SAMN05591552	SRS1703299	2016-09-20	2015-01-01	ESC_EA5926AA	Assembled	144	188273	5031904	Escherichia coli / Shigella;100.0%	88	1103	3.51	ESC_IA2225AA_AS
ESC_EA5930AA	MOD1-EC670	SRR4261107;ILLUMINA;Paired;300;SRX2176001	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:K1:H7						PRJNA230969	SRP058582		SAMN05591559	SRS1703295	2016-09-20	2015-01-01	ESC_EA5930AA	Assembled	87	358821	5061964	Escherichia coli / Shigella;100.0%	73	1563	3.51	ESC_IA2221AA_AS
ESC_EA5931AA	MOD1-EC669	SRR4261001;ILLUMINA;Paired;300;SRX2176000	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O2:K1:H7						PRJNA230969	SRP058582		SAMN05591560	SRS1703294	2016-09-20	2015-01-01	ESC_EA5931AA	Assembled	80	282308	5182575	Escherichia coli / Shigella;100.0%	88	2418	3.51	ESC_IA2220AA_AS
ESC_EA5935AA	MOD1-EC665	SRR4260477;ILLUMINA;Paired;300;SRX2175996	Human	Human	Homo sapiens; blood	1985				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O18Ac:K5:H-						PRJNA230969	SRP058582		SAMN05591564	SRS1703290	2016-09-20	2015-01-01	ESC_EA5935AA	Assembled	95	282249	5135312	Escherichia coli / Shigella;100.0%	87	1664	3.51	ESC_IA2216AA_AS
ESC_EA6218AA	5_1_TC12_R	traces-0OjNoaZ;ILLUMINA;Paired;;NA								Oceania	Australia	Australian Capital Territory		Canberra				David Gordon														2016-09-26	2017-03-31	ESC_EA6218AA	Assembled	46	79894	5067802	Escherichia coli / Shigella;100.0%	163	21882	3.51	ESC_IA2724AA_AS
ESC_EA6292AA	E11	traces-0soWbMZ;ILLUMINA;Paired;;NA	Poultry	Avian		2015	9	24		Europe	Norway							Steffen	Escherichia coli													2016-09-28	2017-04-02	ESC_EA6292AA	Assembled	36	134905	5201913	Escherichia coli / Shigella;98.86%	112	17031	3.51	ESC_IA3056AA_AS
ESC_EA6834AA	20903ac0-fa7c-11e5-b612-3c4a9275d6c8	ERR1681570;ILLUMINA;Paired;465;ERX1751187,ERR1623310;ILLUMINA;Paired;469;ERX1693675,ERR1609165;ILLUMINA;Paired;464;ERX1679741																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3980913	ERS1152023	2016-10-02	2016-09-30	ESC_EA6834AA	Assembled	59	263788	5272108	Escherichia coli / Shigella;96.97%	101	1770	3.51	ESC_IA7379AA_AS
ESC_EA6836AA	1fe22070-fa7c-11e5-b612-3c4a9275d6c8	ERR1623308;ILLUMINA;Paired;460;ERX1693673,ERR1681568;ILLUMINA;Paired;459;ERX1751185,ERR1609163;ILLUMINA;Paired;459;ERX1679739																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3980891	ERS1152001	2016-10-02	2016-09-30	ESC_EA6836AA	Assembled	27	237568	5245090	Escherichia coli / Shigella;96.77%	89	3961	3.51	ESC_IA7420AA_AS
ESC_EA7121AA	71113530-fa7c-11e5-8812-3c4a9275d6c8	ERR1623023;ILLUMINA;Paired;426;ERX1693388																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981889	ERS1152999	2016-10-02	2016-09-30	ESC_EA7121AA	Assembled	77	287197	5246284	Escherichia coli / Shigella;100.0%	106	1875	3.51	ESC_IA4927AA_AS
ESC_EA7122AA	70a8fd80-fa7c-11e5-8812-3c4a9275d6c8	ERR1623022;ILLUMINA;Paired;436;ERX1693387																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981884	ERS1152994	2016-10-02	2016-09-30	ESC_EA7122AA	Assembled	61	332773	5336042	Escherichia coli / Shigella;100.0%	112	1640	3.51	ESC_IA4926AA_AS
ESC_EA7394AA	6d682a60-fa7c-11e5-aecb-3c4a9275d6c8	ERR1622750;ILLUMINA;Paired;471;ERX1693115																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981845	ERS1152955	2016-10-02	2016-09-30	ESC_EA7394AA	Assembled	67	360128	5365338	Escherichia coli / Shigella;97.92%	71	2159	3.51	ESC_IA4423AA_AS
ESC_EA7427AA	38e5c860-fa7c-11e5-a5c7-3c4a9275d6c8	ERR1622717;ILLUMINA;Paired;470;ERX1693082																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981671	ERS1152781	2016-10-02	2016-09-30	ESC_EA7427AA	Assembled	61	225377	4953395	Escherichia coli / Shigella;94.74%	108	1609	3.51	ESC_IA4390AA_AS
ESC_EA7428AA	38772810-fa7c-11e5-a5c7-3c4a9275d6c8	ERR1622716;ILLUMINA;Paired;465;ERX1693081																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981667	ERS1152777	2016-10-02	2016-09-30	ESC_EA7428AA	Assembled	53	206059	4951617	Escherichia coli / Shigella;94.38%	111	2364	3.51	ESC_IA4664AA_AS
ESC_EA7546AA	2933af90-fa7c-11e5-8812-3c4a9275d6c8	ERR1622598;ILLUMINA;Paired;460;ERX1692963																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981242	ERS1152352	2016-10-02	2016-09-30	ESC_EA7546AA	Assembled	58	192565	5253814	Escherichia coli / Shigella;98.85%	122	7851	3.51	ESC_IA4271AA_AS
ESC_EA7641AA	2fc75730-fa7c-11e5-850b-3c4a9275d6c8	ERR1622503;ILLUMINA;Paired;435;ERX1692868																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981490	ERS1152600	2016-10-02	2016-09-30	ESC_EA7641AA	Assembled	59	242434	5256483	Escherichia coli / Shigella;98.44%	103	2747	3.51	ESC_IA4154AA_AS
ESC_EA7781AA	1efe0200-fa7c-11e5-9ab9-3c4a9275d6c8	ERR1622363;ILLUMINA;Paired;453;ERX1692728																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3980854	ERS1151964	2016-10-02	2016-09-30	ESC_EA7781AA	Assembled	68	358300	5399951	Escherichia coli / Shigella;96.61%	90	1717	3.51	ESC_IA3996AA_AS
ESC_EA7862AA	1cf73580-fa7c-11e5-b5da-3c4a9275d6c8	ERR1622282;ILLUMINA;Paired;455;ERX1692647																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3980780	ERS1151890	2016-10-02	2016-09-30	ESC_EA7862AA	Assembled	51	352507	5354377	Escherichia coli / Shigella;95.24%	113	2658	3.51	ESC_IA3894AA_AS
ESC_EA7940AA	24d92f10-fa7c-11e5-8060-3c4a9275d6c8	ERR1622204;ILLUMINA;Paired;453;ERX1692569																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981077	ERS1152187	2016-10-02	2016-09-30	ESC_EA7940AA	Assembled	67	274265	5287394	Escherichia coli / Shigella;98.59%	124	14787	3.51	ESC_IA3815AA_AS
ESC_EA8089AA	231b2b60-fa7c-11e5-a546-3c4a9275d6c8	ERR1622055;ILLUMINA;Paired;457;ERX1692420																SC	Escherichia coli								PRJEB12887	ERP014412		SAMEA3981009	ERS1152119	2016-10-02	2016-09-30	ESC_EA8089AA	Assembled	61	268708	5216881	Escherichia coli / Shigella;98.18%	85	1815	3.51	ESC_IA3651AA_AS
ESC_EA8864AA	PNUSAE004778	SRR4444456;ILLUMINA;Paired;;SRX2263502								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05905719	SRS1755958	2016-10-24	2016-10-21	ESC_EA8864AA	Assembled	81	288878	5165695	Escherichia coli / Shigella;96.5%	81	6401	3.51	ESC_JA0917AA_AS
ESC_EA8902AA	SCP28-34	ERR1619538;ILLUMINA;Paired;375;ERX1689927	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4429754	ERS1341203	2016-10-24	2016-10-18	ESC_EA8902AA	Assembled	43	246262	5106487	Escherichia coli / Shigella;97.62%	76	6735	3.51	ESC_JA0897AA_AS
ESC_EA8922AA	SCP27-32	ERR1619518;ILLUMINA;Paired;375;ERX1689907	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4429734	ERS1341183	2016-10-24	2016-10-18	ESC_EA8922AA	Assembled	60	173703	5456889	Escherichia coli / Shigella;95.11%	143	8156	3.51	ESC_JA0820AA_AS
ESC_EA8944AA	SCP25-80	ERR1619496;ILLUMINA;Paired;375;ERX1689885	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4429712	ERS1341161	2016-10-24	2016-10-18	ESC_EA8944AA	Assembled	68	281923	4979939	Escherichia coli / Shigella;97.37%	69	3817	3.51	ESC_JA0847AA_AS
ESC_EA9000AA	SCK55-02	ERR1619418;ILLUMINA;Paired;375;ERX1689807	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4429653	ERS1341102	2016-10-24	2016-10-18	ESC_EA9000AA	Assembled	49	234830	5265484	Escherichia coli / Shigella;97.89%	130	5299	3.51	ESC_JA0788AA_AS
ESC_EA9237AA	SCP14-35	ERR1619119;ILLUMINA;Paired;375;ERX1689508	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4429227	ERS1340676	2016-10-24	2016-10-18	ESC_EA9237AA	Assembled	87	267465	5214510	Escherichia coli / Shigella;100.0%	126	4303	3.51	ESC_JA0446AA_AS
ESC_EA9924AA	SCP02-71	ERR1618026;ILLUMINA;Paired;75;ERX1688415	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4428150	ERS1339599	2016-10-24	2016-10-18	ESC_EA9924AA	Assembled	98	204009	5025345	Escherichia coli / Shigella;93.06%	113	4070	3.51	ESC_IA9158AA_AS
ESC_EA9985AA	SCK63-16	ERR1617965;ILLUMINA;Paired;75;ERX1688354	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4428030	ERS1339479	2016-10-24	2016-10-18	ESC_EA9985AA	Assembled	64	353258	5425494	Escherichia coli / Shigella;96.89%	138	8529	3.51	ESC_IA9084AA_AS
ESC_FA0037AA	SCK27-60	ERR1617913;ILLUMINA;Paired;75;ERX1688302	Human	Human	Homo sapiens					Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB15226	ERP016935		SAMEA4427978	ERS1339427	2016-10-24	2016-10-18	ESC_FA0037AA	Assembled	46	433396	5235297	Escherichia coli / Shigella;95.32%	135	4419	3.51	ESC_IA9027AA_AS
ESC_FA0428AA	282455	SRR4788217;ILLUMINA;Paired;;SRX2318421	Human	Human	Human; Homo sapiens	2016	7			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05966727	SRS1775016	2016-11-03	2016-11-03	ESC_FA0428AA	Assembled	81	175799	5126583	Escherichia coli / Shigella;100.0%	143	2474	3.51	ESC_JA4785AA_AS
ESC_FA0462AA	241732	SRR4788139;ILLUMINA;Paired;;SRX2318342	Human	Human	Human; Homo sapiens	2016	3			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05966639	SRS1774941	2016-11-03	2016-11-03	ESC_FA0462AA	Assembled	45	274442	5038547	Escherichia coli / Shigella;98.55%	98	3367	3.51	ESC_JA4751AA_AS
ESC_FA0604AA	215090	SRR4787723;ILLUMINA;Paired;;SRX2317926	Human	Human	Human; Homo sapiens	2016	2			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05965727	SRS1774535	2016-11-03	2016-11-02	ESC_FA0604AA	Assembled	44	211775	5104415	Escherichia coli / Shigella;98.61%	106	3150	3.51	ESC_JA4609AA_AS
ESC_FA0632AA	241731	SRR4787399;ILLUMINA;Paired;;SRX2317602	Human	Human	Human; Homo sapiens	2016	3			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05965689	SRS1774214	2016-11-03	2016-11-02	ESC_FA0632AA	Assembled	67	203930	5047087	Escherichia coli / Shigella;100.0%	113	2430	3.51	ESC_JA4581AA_AS
ESC_FA0647AA	168528	SRR4787373;ILLUMINA;Paired;;SRX2317576	Human	Human	Human; Homo sapiens	2015	9			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05965657	SRS1774188	2016-11-03	2016-11-02	ESC_FA0647AA	Assembled	60	264072	5207983	Escherichia coli / Shigella;100.0%	144	3060	3.51	ESC_JA4566AA_AS
ESC_FA0725AA	215089	SRR4787218;ILLUMINA;Paired;;SRX2317421	Human	Human	Human; Homo sapiens	2016	2			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05965499	SRS1774040	2016-11-03	2016-11-02	ESC_FA0725AA	Assembled	45	192020	5091031	Escherichia coli / Shigella;97.29%	89	2037	3.51	ESC_JA4488AA_AS
ESC_FA1491AA	304251	SRR4897628;ILLUMINA;Paired;;SRX2326872	Human	Human	Human; Homo sapiens	2016	9			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05980888	SRS1782334	2016-11-08	2016-11-05	ESC_FA1491AA	Assembled	61	238971	5274498	Escherichia coli / Shigella;100.0%	146	2944	3.51	ESC_JA4010AA_AS
ESC_FA1553AA	200613	SRR4897466;ILLUMINA;Paired;;SRX2326738	Environment	ND/Others	Enviromental	2015	12			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05980759	SRS1782198	2016-11-08	2016-11-05	ESC_FA1553AA	Assembled	63	357762	4984132	Escherichia coli / Shigella;100.0%	62	2459	3.51	ESC_JA3948AA_AS
ESC_FA1647AA	168529	SRR4897258;ILLUMINA;Paired;;SRX2326534	Human	Human	Human; Homo sapiens	2015	9			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05980464	SRS1782001	2016-11-08	2016-11-04	ESC_FA1647AA	Assembled	70	263705	5210668	Escherichia coli / Shigella;100.0%	175	3298	3.51	ESC_JA3853AA_AS
ESC_FA1726AA	214593	SRR4897096;ILLUMINA;Paired;;SRX2326373	Human	Human	Human; Homo sapiens	2016	2			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN05980249	SRS1781806	2016-11-08	2016-11-04	ESC_FA1726AA	Assembled	77	238356	5109509	Escherichia coli / Shigella;98.57%	108	3137	3.51	ESC_JA3774AA_AS
ESC_FA2198AA	SAMPLE_WTCHG_320308_266101	ERR1718934;ILLUMINA;Paired;300;ERX1789147																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB17631	ERP019501		SAMEA4533670	ERS1432849	2016-11-14	2016-11-11	ESC_FA2198AA	Assembled	109	282812	5131661	Escherichia coli / Shigella;97.14%	69	697	3.51	ESC_JA5459AA_AS
ESC_FA2202AA	SAMPLE_WTCHG_320308_264101	ERR1718930;ILLUMINA;Paired;300;ERX1789143																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB17631	ERP019501		SAMEA4533666	ERS1432845	2016-11-14	2016-11-11	ESC_FA2202AA	Assembled	124	288793	5041138	Escherichia coli / Shigella;100.0%	114	608	3.51	ESC_JA5458AA_AS
ESC_FA2256AA	SAMPLE_WTCHG_320308_236101	ERR1718876;ILLUMINA;Paired;300;ERX1789089																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB17631	ERP019501		SAMEA4533612	ERS1432791	2016-11-14	2016-11-11	ESC_FA2256AA	Assembled	92	204009	5108467	Escherichia coli / Shigella;100.0%	134	1265	3.51	ESC_JA5554AA_AS
ESC_FA2337AA	200611	SRR5006424;ILLUMINA;Paired;;SRX2338253	ND	ND/Others	Other	2015	12			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN06006456	SRS1791261	2016-11-14	2016-11-09	ESC_FA2337AA	Assembled	102	294089	4931463	Escherichia coli / Shigella;98.25%	80	1681	3.51	ESC_JA5133AA_AS
ESC_FA2672AA	208734	SRR5024316;ILLUMINA;Paired;;SRX2351028	Human	Human	Human; Homo sapiens	2016	1			Europe	United Kingdom							Public Health England	Escherichia coli								PRJNA315192	SRP071789		SAMN06018996	SRS1801097	2016-11-16	2016-11-16	ESC_FA2672AA	Assembled	68	191719	5070622	Escherichia coli / Shigella;98.91%	165	2784	3.51	ESC_JA9326AA_AS
