Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)
ESC_BA7463AA	ECO0125	ERR434768;ILLUMINA;Paired;229;ERX401043																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204353	ERS356864	2015-08-27	2014-05-14	ESC_BA7463AA	NaN	10042	10042	10042	10042	10042	10042	55	55	55	44	44	44	1	1
ESC_BA7481AA	ECO0135	ERR434360;ILLUMINA;Paired;223;ERX400635																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204363	ERS356874	2015-08-27	2014-05-14	ESC_BA7481AA	NaN	10024	10024	10024	10024	10024	10024	10024	8620	1592	44	44	44	1	1
ESC_BA7490AA	eo3037	ERR435365;ILLUMINA;Paired;227;ERX401640																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205511	ERS358022	2015-08-27	2014-05-14	ESC_BA7490AA	NaN	10015	10015	10015	10015	10015	10015	1592	1592	1592	44	44	44	1	1
ESC_BA7497AA	eo3122	ERR435176;ILLUMINA;Paired;227;ERX401451																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205526	ERS358037	2015-08-27	2014-05-14	ESC_BA7497AA	NaN	10009	10009	10009	10009	10009	10009	6748	6748	6624	44	44	44	1	1
ESC_BA7502AA	eo2656	ERR435171;ILLUMINA;Paired;227;ERX401446																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205456	ERS357967	2015-08-27	2014-05-14	ESC_BA7502AA	NaN	10003	10003	10003	10003	10003	10003	10003	10003	1592	44	44	44	1	1
ESC_BA7519AA	ECO0315	ERR434959;ILLUMINA;Paired;226;ERX401234																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204535	ERS357046	2015-08-27	2014-05-14	ESC_BA7519AA	NaN	9986	9986	9986	9986	9986	9986	8435	8435	6624	44	44	44	1	1
ESC_BA7521AA	ECO0196	ERR434957;ILLUMINA;Paired;226;ERX401232																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204518	ERS357029	2015-08-27	2014-05-14	ESC_BA7521AA	NaN	9984	9984	9984	9984	9984	9984	4076	4076	1592	44	44	44	1	1
ESC_BA7535AA	eo31	ERR434566;ILLUMINA;Paired;226;ERX400841																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204655	ERS357166	2015-08-27	2014-05-14	ESC_BA7535AA	NaN	19962	9973	9973	9973	9973	9973	9973	7661	6624	44	44	44	1	1
ESC_BA7550AA	ECO0067	ERR434356;ILLUMINA;Paired;223;ERX400631																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204295	ERS356806	2015-08-27	2014-05-14	ESC_BA7550AA	NaN	9954	9954	9954	9954	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7552AA	eo3509	ERR434354;ILLUMINA;Paired;228;ERX400629																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205731	ERS358242	2015-08-27	2014-05-14	ESC_BA7552AA	NaN	9953	9953	9953	9953	9953	9953	9953	9953	6624	44	44	44	1	1
ESC_BA7560AA	eo3371	ERR434346;ILLUMINA;Paired;228;ERX400621																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205560	ERS358071	2015-08-27	2014-05-14	ESC_BA7560AA	NaN	9944	9944	9944	9944	9944	9944	6748	6748	6624	44	44	44	1	1
ESC_BA7577AA	eo2074	ERR435356;ILLUMINA;Paired;227;ERX401631																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205353	ERS357864	2015-08-27	2014-05-14	ESC_BA7577AA	NaN	9928	9928	9928	9928	9928	9928	9928	55	55	44	44	44	1	1
ESC_BA7582AA	eo1448	ERR435351;ILLUMINA;Paired;227;ERX401626																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205299	ERS357810	2015-08-27	2014-05-14	ESC_BA7582AA	NaN	9924	9924	9924	9924	9924	9924	9924	9924	8655	44	44	44	1	1
ESC_BA7589AA	eo2020	ERR435162;ILLUMINA;Paired;227;ERX401437																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205349	ERS357860	2015-08-27	2014-05-14	ESC_BA7589AA	NaN	9916	9916	9916	9916	9916	9916	9916	55	55	44	44	44	1	1
ESC_BA7608AA	ECO0138	ERR434948;ILLUMINA;Paired;226;ERX401223																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204366	ERS356877	2015-08-27	2014-05-14	ESC_BA7608AA	NaN	9899	9899	9899	9899	9899	9899	44	44	44	44	44	44	1	1
ESC_BA7617AA	ECO0023	ERR434744;ILLUMINA;Paired;229;ERX401019																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204251	ERS356762	2015-08-27	2014-05-14	ESC_BA7617AA	NaN	9887	9887	9887	9887	9887	9887	3702	55	55	44	44	44	1	1
ESC_BA7642AA	eo3121	ERR434342;ILLUMINA;Paired;228;ERX400617																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205525	ERS358036	2015-08-27	2014-05-14	ESC_BA7642AA	NaN	9864	9864	9864	9864	9864	9864	9864	9864	7648	44	44	44	1	1
ESC_BA7647AA	eo2897	ERR434337;ILLUMINA;Paired;228;ERX400612																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205482	ERS357993	2015-08-27	2014-05-14	ESC_BA7647AA	NaN	9859	9859	9859	9859	9859	9859	9859	9859	6624	44	44	44	1	1
ESC_BA7655AA	eo1553	ERR435564;ILLUMINA;Paired;222;ERX401839																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205648	ERS358159	2015-08-27	2014-05-14	ESC_BA7655AA	NaN	9850	9850	9850	9850	9850	9850	6620	6620	1104	44	44	44	1	1
ESC_BA7664AA	eo1722	ERR435542;ILLUMINA;Paired;222;ERX401817																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205210	ERS357721	2015-08-27	2014-05-14	ESC_BA7664AA	NaN	9843	9843	9843	9843	9843	9843	9843	9843	44	44	44	44	1	1
ESC_BA7670AA	eo1679	ERR435341;ILLUMINA;Paired;227;ERX401616																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205187	ERS357698	2015-08-27	2014-05-14	ESC_BA7670AA	NaN	9838	9838	9838	9838	9838	9838	1106	1104	1104	44	44	44	1	1
ESC_BA7676AA	eo1194	ERR435335;ILLUMINA;Paired;227;ERX401610																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205104	ERS357615	2015-08-27	2014-05-14	ESC_BA7676AA	NaN	9830	9830	9830	9830	9830	9830	9830	1655	44	44	44	44	1	1
ESC_BA7682AA	eo1671	ERR435147;ILLUMINA;Paired;227;ERX401422																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205179	ERS357690	2015-08-27	2014-05-14	ESC_BA7682AA	NaN	9825	9825	9825	9825	9825	9825	55	55	55	44	44	44	1	1
ESC_BA7685AA	eo1637	ERR435144;ILLUMINA;Paired;227;ERX401419																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205165	ERS357676	2015-08-27	2014-05-14	ESC_BA7685AA	NaN	9821	9821	9821	9821	9821	9821	9821	9821	55	44	44	44	1	1
ESC_BA7703AA	ECO0020	ERR434931;ILLUMINA;Paired;226;ERX401206																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204248	ERS356759	2015-08-27	2014-05-14	ESC_BA7703AA	NaN	9804	9804	9804	9804	9804	9804	55	55	55	44	44	44	1	1
ESC_BA7706AA	eo3517	ERR434733;ILLUMINA;Paired;222;ERX401008																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205590	ERS358101	2015-08-27	2014-05-14	ESC_BA7706AA	NaN	9800	9800	9800	9800	9800	9800	4076	4076	1592	44	44	44	1	1
ESC_BA7717AA	eo3425	ERR434540;ILLUMINA;Paired;210;ERX400815																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205680	ERS358191	2015-08-27	2014-05-14	ESC_BA7717AA	NaN	9788	9788	9788	9788	9788	9788	9788	1677	1592	44	44	44	1	1
ESC_BA7719AA	eo3383	ERR434538;ILLUMINA;Paired;210;ERX400813																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205566	ERS358077	2015-08-27	2014-05-14	ESC_BA7719AA	NaN	19935	19935	9789	9789	9789	9789	9789	55	55	44	44	44	1	1
ESC_BA7756AA	eo1135	ERR435333;ILLUMINA;Paired;227;ERX401608																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205086	ERS357597	2015-08-27	2014-05-14	ESC_BA7756AA	NaN	9749	9749	9749	9749	9749	9749	9691	55	55	44	44	44	1	1
ESC_BA7758AA	eo1073	ERR435331;ILLUMINA;Paired;227;ERX401606																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205071	ERS357582	2015-08-27	2014-05-14	ESC_BA7758AA	NaN	9747	9747	9747	9747	9747	9747	55	55	55	44	44	44	1	1
ESC_BA7762AA	eo718	ERR435327;ILLUMINA;Paired;227;ERX401602																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204909	ERS357420	2015-08-27	2014-05-14	ESC_BA7762AA	NaN	9745	9745	9745	9745	9745	9745	3702	55	55	44	44	44	1	1
ESC_BA7772AA	eo1179	ERR435135;ILLUMINA;Paired;227;ERX401410																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205099	ERS357610	2015-08-27	2014-05-14	ESC_BA7772AA	NaN	9735	9735	9735	9735	9735	9735	8435	8435	6624	44	44	44	1	1
ESC_BA7806AA	eo1663	ERR434711;ILLUMINA;Paired;222;ERX400986																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205350	ERS357861	2015-08-27	2014-05-14	ESC_BA7806AA	NaN	9703	9703	9703	9703	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7817AA	eo2012	ERR434518;ILLUMINA;Paired;210;ERX400793																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205339	ERS357850	2015-08-27	2014-05-14	ESC_BA7817AA	NaN	15131	9691	9691	9691	9691	9691	9691	55	55	44	44	44	1	1
ESC_BA7826AA	eo1662	ERR434314;ILLUMINA;Paired;228;ERX400589																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205170	ERS357681	2015-08-27	2014-05-14	ESC_BA7826AA	NaN	9682	9682	9682	9682	9682	9682	55	55	55	44	44	44	1	1
ESC_BA7828AA	eo1316	ERR434312;ILLUMINA;Paired;228;ERX400587																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205149	ERS357660	2015-08-27	2014-05-14	ESC_BA7828AA	NaN	19909	9679	9679	9679	9679	9679	9679	55	55	44	44	44	1	1
ESC_BA7829AA	eo1266	ERR434311;ILLUMINA;Paired;228;ERX400586																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205131	ERS357642	2015-08-27	2014-05-14	ESC_BA7829AA	NaN	9681	9681	9681	9681	7613	2245	2245	2245	1592	44	44	44	1	1
ESC_BA7833AA	eo1097	ERR434307;ILLUMINA;Paired;228;ERX400582																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205080	ERS357591	2015-08-27	2014-05-14	ESC_BA7833AA	NaN	9674	9674	9674	9674	9674	9674	9674	9674	9674	44	44	44	1	1
ESC_BA7834AA	eo1066	ERR435528;ILLUMINA;Paired;222;ERX401803																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205065	ERS357576	2015-08-27	2014-05-14	ESC_BA7834AA	NaN	9672	9672	9672	9672	9672	9672	9672	9672	55	44	44	44	1	1
ESC_BA7842AA	eo668	ERR435520;ILLUMINA;Paired;222;ERX401795																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204884	ERS357395	2015-08-27	2014-05-14	ESC_BA7842AA	NaN	9666	9666	9666	9666	9666	8432	6740	55	55	44	44	44	1	1
ESC_BA7847AA	eo561	ERR435320;ILLUMINA;Paired;227;ERX401595																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204837	ERS357348	2015-08-27	2014-05-14	ESC_BA7847AA	NaN	9662	9662	9662	9662	9662	9662	9662	44	44	44	44	44	1	1
ESC_BA7849AA	eo516	ERR435318;ILLUMINA;Paired;227;ERX401593																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204824	ERS357335	2015-08-27	2014-05-14	ESC_BA7849AA	NaN	9658	9658	9658	9658	9658	9658	1592	1592	1592	44	44	44	1	1
ESC_BA7850AA	eo469	ERR435317;ILLUMINA;Paired;227;ERX401592																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204798	ERS357309	2015-08-27	2014-05-14	ESC_BA7850AA	NaN	9659	9659	9659	9659	9659	1592	1592	1592	1592	44	44	44	1	1
ESC_BA7871AA	ECO0399	ERR435114;ILLUMINA;Paired;227;ERX401389																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204610	ERS357121	2015-08-27	2014-05-14	ESC_BA7871AA	NaN	9636	9636	9636	9636	9636	9636	9636	44	44	44	44	44	1	1
ESC_BA7873AA	eo956	ERR434917;ILLUMINA;Paired;231;ERX401192																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205031	ERS357542	2015-08-27	2014-05-14	ESC_BA7873AA	NaN	9634	9634	9634	9634	9634	9634	55	55	55	44	44	44	1	1
ESC_BA7889AA	eo1854	ERR434706;ILLUMINA;Paired;222;ERX400981																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205230	ERS357741	2015-08-27	2014-05-14	ESC_BA7889AA	NaN	9620	9620	9620	9620	9620	1104	1104	1104	1104	44	44	44	1	1
ESC_BA7895AA	eo1071	ERR434700;ILLUMINA;Paired;222;ERX400975																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205069	ERS357580	2015-08-27	2014-05-14	ESC_BA7895AA	NaN	9614	9614	9614	9614	9614	9614	9614	9614	1104	44	44	44	1	1
ESC_BA7901AA	eo1565	ERR434512;ILLUMINA;Paired;210;ERX400787																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2205277	ERS357788	2015-08-27	2014-05-14	ESC_BA7901AA	NaN	9607	9607	9607	9607	9607	9607	9607	3473	1592	44	44	44	1	1
ESC_BA7919AA	eo653	ERR434299;ILLUMINA;Paired;228;ERX400574																THE SANGER CENTER	Escherichia coli								PRJEB4681	ERP003992		SAMEA2204870	ERS357381	2015-08-27	2014-05-14	ESC_BA7919AA	NaN	9592	9592	9592	9592	9592	9592	9592	55	55	44	44	44	1	1
ESC_BA8159AA	AZ-TG73627	SRR1269348;ILLUMINA;Paired;500;SRX532258	Poultry	Avian	Skinless Boneless Chicken Breast	2013	7			North America	United States	Alabama						FOOD AND DRUG ADMINISTRATION, CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Escherichia coli								PRJNA230968	SRP038995		SAMN02628660	SRS601232	2015-08-27	2014-05-02	ESC_BA8159AA	NaN	9381	9381	9381	9381	9381	9381	9381	1104	1104	44	44	44	1	1
ESC_BA8378AA	BIDMC 65	SRR1187790;ILLUMINA;Paired;180;SRX484939,SRR1180885;ILLUMINA;Paired;649;SRX479956,SRR1187718;ILLUMINA;Paired;180;SRX484939,SRR1180941;ILLUMINA;Paired;649;SRX479956	Human	Human	Homo sapiens; ABSCESS	2013				North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA234153	SRP039298		SAMN02581286	SRS565175	2015-08-27	2014-03-11	ESC_BA8378AA	NaN	9238	9238	9238	9238	9238	9238	55	55	55	44	44	44	1	1
ESC_BA8725AA	M618	ERR314389;ILLUMINA;Paired;217;ERX287537																THE SANGER CENTER	Escherichia coli								PRJEB3255	ERP001784		SAMEA2014056	ERS203106	2015-08-27	2013-07-22	ESC_BA8725AA	NaN	8983	8983	8983	7181	7181	7181	7181	7181	6624	44	44	44	1	1
ESC_BA8972AA	5011	ERR361033;ILLUMINA;Paired;455;ERX333804																THE SANGER CENTER	Escherichia coli								PRJEB4420	ERP003709		SAMEA2163671	ERS333066	2015-08-27	2014-03-14	ESC_BA8972AA	NaN	8765	8765	8765	8765	8765	8765	55	55	55	44	44	44	1	1
ESC_BA8980AA	P7	ERR361025;ILLUMINA;Paired;455;ERX333796																THE SANGER CENTER	Escherichia coli								PRJEB4420	ERP003709		SAMEA2163663	ERS333058	2015-08-27	2014-03-14	ESC_BA8980AA	NaN	8759	8759	8759	8759	8759	8759	8533	1677	1592	44	44	44	1	1
ESC_BA9050AA	BIDMC 49b	SRR999497;ILLUMINA;Paired;180;SRX357468,SRR1010895;ILLUMINA;Paired;5000;SRX363718,SRR1010896;ILLUMINA;Paired;5000;SRX363718,SRR999496;ILLUMINA;Paired;180;SRX357468	Human	Human	Homo sapiens					North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA219257	SRP030174		SAMN02356589	SRS485443	2015-08-27	2013-10-09	ESC_BA9050AA	NaN	8712	8712	8712	8712	8712	8712	6748	6748	6624	44	44	44	1	1
ESC_BA9051AA	BIDMC 49a	SRR999495;ILLUMINA;Paired;180;SRX357467,SRR1010894;ILLUMINA;Paired;5000;SRX363717,SRR999494;ILLUMINA;Paired;180;SRX357467,SRR1010893;ILLUMINA;Paired;5000;SRX363717	Human	Human	Homo sapiens; BLOOD CULTURE	2012	12			North America	United States	Massachusetts	Suffolk County	Boston		42.3	-71	Broad Institute	Escherichia coli								PRJNA219256	SRP030172		SAMN02356588	SRS485441	2015-08-27	2013-10-09	ESC_BA9051AA	NaN	8712	8712	8712	8712	8712	8712	6748	6748	6624	44	44	44	1	1
ESC_BA9120AA	HVH 137 (4-2124971)	SRR770114;ILLUMINA;Paired;180;SRX247789,SRR784220;ILLUMINA;Paired;180;SRX251112,SRR958967;ILLUMINA;Paired;5000;SRX340970,SRR958968;ILLUMINA;Paired;5000;SRX340970	Human	Human	Homo sapiens; Blood	2004				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186163	SRP029289		SAMN01885782	SRS399661	2015-08-27	2013-08-28	ESC_BA9120AA	NaN	8679	8679	8679	8679	8679	8679	8387	55	55	44	44	44	1	1
ESC_BA9126AA	UMEA 3893-1	SRR958965;ILLUMINA;Paired;5000;SRX340684,SRR786381;ILLUMINA;Paired;180;SRX251588,SRR786382;ILLUMINA;Paired;180;SRX251588,SRR958966;ILLUMINA;Paired;5000;SRX340683	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186377	SRP019738		SAMN01885986	SRS402393	2015-08-27	2013-08-28	ESC_BA9126AA	NaN	19706	8673	8673	8673	8673	1592	1592	1592	1592	44	44	44	1	1
ESC_BA9128AA	UMEA 3834-1	SRR958845;ILLUMINA;Paired;5000;SRX340680,SRR958844;ILLUMINA;Paired;5000;SRX340679,SRR786378;ILLUMINA;Paired;180;SRX251586,SRR786377;ILLUMINA;Paired;180;SRX251586	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186375	SRP019736		SAMN01885984	SRS402391	2015-08-27	2013-08-28	ESC_BA9128AA	NaN	8672	8672	8672	8672	8672	8672	1107	1107	44	44	44	44	1	1
ESC_BA9135AA	UMEA 3702-1	SRR958829;ILLUMINA;Paired;5000;SRX340665,SRR786364;ILLUMINA;Paired;180;SRX251570,SRR786363;ILLUMINA;Paired;180;SRX251570,SRR958828;ILLUMINA;Paired;5000;SRX340666	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186368	SRP019729		SAMN01885977	SRS402382	2015-08-27	2013-08-28	ESC_BA9135AA	NaN	8664	8664	8664	8664	8664	8664	8533	1677	1592	44	44	44	1	1
ESC_BA9141AA	UMEA 3662-1	SRR786352;ILLUMINA;Paired;180;SRX251557,SRR958796;ILLUMINA;Paired;5000;SRX340654,SRR958797;ILLUMINA;Paired;5000;SRX340653,SRR786351;ILLUMINA;Paired;180;SRX251557	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186362	SRP019723		SAMN01885971	SRS402375	2015-08-27	2013-08-28	ESC_BA9141AA	NaN	19703	8659	8659	8659	8659	8659	8659	8659	1592	44	44	44	1	1
ESC_BA9144AA	UMEA 3632-1	SRR786346;ILLUMINA;Paired;180;SRX251554,SRR958789;ILLUMINA;Paired;5000;SRX340647,SRR958790;ILLUMINA;Paired;5000;SRX340648,SRR786345;ILLUMINA;Paired;180;SRX251554	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186359	SRP019721		SAMN01885968	SRS402372	2015-08-27	2013-08-28	ESC_BA9144AA	NaN	19701	19701	8655	8655	8655	8655	8655	8655	8655	44	44	44	1	1
ESC_BA9164AA	UMEA 3298-1	SRR958733;ILLUMINA;Paired;5000;SRX340608,SRR786308;ILLUMINA;Paired;180;SRX251513,SRR958732;ILLUMINA;Paired;5000;SRX340607,SRR786309;ILLUMINA;Paired;180;SRX251513	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186339	SRP019699		SAMN01885948	SRS402345	2015-08-27	2013-08-28	ESC_BA9164AA	NaN	22501	22501	22501	22501	22501	22501	22501	1107	44	44	44	44	1	1
ESC_BA9184AA	UMEA 3206-1	SRR786189;ILLUMINA;Paired;180;SRX251479,SRR958635;ILLUMINA;Paired;5000;SRX340567,SRR786190;ILLUMINA;Paired;180;SRX251479,SRR958636;ILLUMINA;Paired;5000;SRX340567	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186318	SRP019680		SAMN01885928	SRS402322	2015-08-27	2013-08-28	ESC_BA9184AA	NaN	8620	8620	8620	8620	8620	8620	8620	8620	1592	44	44	44	1	1
ESC_BA9185AA	UMEA 3203-1	SRR786186;ILLUMINA;Paired;180;SRX251475,SRR958633;ILLUMINA;Paired;5000;SRX340561,SRR958634;ILLUMINA;Paired;5000;SRX340561,SRR786187;ILLUMINA;Paired;180;SRX251475	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186317	SRP019678		SAMN01885927	SRS402319	2015-08-27	2013-08-28	ESC_BA9185AA	NaN	8617	8617	8617	8617	8617	8617	8617	8617	1592	44	44	44	1	1
ESC_BA9210AA	UMEA 3140-1	SRR958576;ILLUMINA;Paired;5000;SRX340535,SRR786007;ILLUMINA;Paired;180;SRX251429,SRR958577;ILLUMINA;Paired;5000;SRX340535,SRR786008;ILLUMINA;Paired;180;SRX251429	Human	Human	Homo sapiens; Urine	1995				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186292	SRP019654		SAMN01885902	SRS402287	2015-08-27	2013-08-28	ESC_BA9210AA	NaN	19688	8589	8589	8589	8589	8589	8589	8589	6624	44	44	44	1	1
ESC_BA9225AA	UMEA 3041-1	SRR785844;ILLUMINA;Paired;180;SRX251409,SRR958550;ILLUMINA;Paired;5000;SRX340506,SRR785842;ILLUMINA;Paired;180;SRX251409,SRR958551;ILLUMINA;Paired;5000;SRX340506	Human	Human	Homo sapiens; Urine	1996				Europe	Sweden							Broad Institute	Escherichia coli								PRJNA186278	SRP019639		SAMN01885888	SRS402270	2015-08-27	2013-08-28	ESC_BA9225AA	NaN	8578	8578	8578	8578	8578	8578	8435	8435	6624	44	44	44	1	1
ESC_BA9240AA	KOEGE 32 (66a)	SRR958494;ILLUMINA;Paired;5000;SRX340485,SRR958493;ILLUMINA;Paired;5000;SRX340485,SRR785655;ILLUMINA;Paired;180;SRX251370,SRR785656;ILLUMINA;Paired;180;SRX251370	Human	Human	Homo sapiens; Urine	2006				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186259	SRP019621		SAMN01885869	SRS402247	2015-08-27	2013-08-28	ESC_BA9240AA	NaN	8564	8564	8564	8564	8564	8564	8435	8435	6624	44	44	44	1	1
ESC_BA9253AA	HVH 217 (4-1022806)	SRR958446;ILLUMINA;Paired;5000;SRX340423,SRR784760;ILLUMINA;Paired;180;SRX251236,SRR784761;ILLUMINA;Paired;180;SRX251236,SRR958445;ILLUMINA;Paired;5000;SRX340423	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186245	SRP019540		SAMN01885856	SRS402153	2015-08-27	2013-08-28	ESC_BA9253AA	NaN	8551	8551	8551	8551	8551	8551	1592	1592	1592	44	44	44	1	1
ESC_BA9256AA	HVH 222 (4-2977443)	SRR958454;ILLUMINA;Paired;5000;SRX340418,SRR784916;ILLUMINA;Paired;180;SRX251240,SRR958453;ILLUMINA;Paired;5000;SRX340418,SRR784915;ILLUMINA;Paired;180;SRX251240	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186249	SRP019543		SAMN01885860	SRS402156	2015-08-27	2013-08-28	ESC_BA9256AA	NaN	8548	8548	8548	8548	8548	8548	8548	8548	6624	44	44	44	1	1
ESC_BA9260AA	HVH 214 (4-3062198)	SRR958440;ILLUMINA;Paired;5000;SRX340414,SRR958439;ILLUMINA;Paired;5000;SRX340414,SRR998573;ILLUMINA;Paired;180;SRX356833,SRR800746;ILLUMINA;Paired;180;SRX257722,SRR800745;ILLUMINA;Paired;180;SRX257722	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186241	SRP020359		SAMN01885853	SRS405931	2015-08-27	2013-08-28	ESC_BA9260AA	NaN	8546	8546	8546	8546	8546	8546	1592	1592	1592	44	44	44	1	1
ESC_BA9263AA	HVH 211 (4-3041891)	SRR784704;ILLUMINA;Paired;180;SRX251221,SRR958434;ILLUMINA;Paired;5000;SRX340411,SRR958433;ILLUMINA;Paired;5000;SRX340411,SRR784705;ILLUMINA;Paired;180;SRX251221	Human	Human	Homo sapiens; Blood	2003				Europe	Denmark							Broad Institute	Escherichia coli								PRJNA186238	SRP019533		SAMN01885850	SRS402144	2015-08-27	2013-08-28	ESC_BA9263AA	NaN	19682	8542	8542	8542	8542	8446	6740	55	55	44	44	44	1	1
